"figure","country","year","predicted_stage","indicator","value"
"ED 3","United States",1985,"Stage 3","percent_urban",74.494
"ED 3","United States",1986,"Stage 3","percent_urban",74.644
"ED 3","United States",1987,"Stage 3","percent_urban",74.793
"ED 3","United States",1988,"Stage 3","percent_urban",74.942
"ED 3","United States",1989,"Stage 3","percent_urban",75.089
"ED 3","United States",1990,"Stage 3","percent_urban",75.3
"ED 3","United States",1991,"Stage 3","percent_urban",75.701
"ED 3","United States",1992,"Stage 3","percent_urban",76.097
"ED 3","United States",1993,"Stage 3","percent_urban",76.488
"ED 3","United States",1994,"Stage 3","percent_urban",76.875
"ED 3","United States",1995,"Stage 3","percent_urban",77.257
"ED 3","United States",1996,"Stage 3","percent_urban",77.636
"ED 3","United States",1997,"Stage 3","percent_urban",78.008
"ED 3","United States",1998,"Stage 3","percent_urban",78.377
"ED 3","United States",1999,"Stage 3","percent_urban",78.742
"ED 3","United States",2000,"Stage 3","percent_urban",79.057
"ED 3","United States",2001,"Stage 3","percent_urban",79.234
"ED 3","United States",2002,"Stage 3","percent_urban",79.409
"ED 3","United States",2003,"Stage 3","percent_urban",79.583
"ED 3","United States",2004,"Stage 3","percent_urban",79.757
"ED 3","United States",2005,"Stage 3","percent_urban",79.928
"ED 3","United States",2006,"Stage 3","percent_urban",80.099
"ED 3","United States",2007,"Stage 3","percent_urban",80.269
"ED 3","United States",2008,"Stage 3","percent_urban",80.438
"ED 3","United States",2009,"Stage 3","percent_urban",80.606
"ED 3","United States",2010,"Stage 3","percent_urban",80.772
"ED 3","United States",2011,"Stage 3","percent_urban",80.944
"ED 3","United States",2012,"Stage 3","percent_urban",81.119
"ED 3","United States",2013,"Stage 3","percent_urban",81.299
"ED 3","United States",2014,"Stage 3","percent_urban",81.483
"ED 3","United States",2015,"Stage 3","percent_urban",81.671
"ED 3","United States",2016,"Stage 3","percent_urban",81.862
"ED 3","United States",2017,"Stage 3","percent_urban",82.058
"ED 3","United States",2018,"Stage 3","percent_urban",82.256
"ED 3","United States",2019,"Stage 3","percent_urban",82.459
"ED 3","Uruguay",2000,"Stage 2","percent_urban",92.028
"ED 3","Uruguay",2001,"Stage 2","percent_urban",92.303
"ED 3","Uruguay",2002,"Stage 2","percent_urban",92.569
"ED 3","Uruguay",2003,"Stage 2","percent_urban",92.828
"ED 3","Uruguay",2004,"Stage 2","percent_urban",93.078
"ED 3","Uruguay",2005,"Stage 2","percent_urban",93.319
"ED 3","Uruguay",2006,"Stage 2","percent_urban",93.553
"ED 3","Uruguay",2007,"Stage 2","percent_urban",93.779
"ED 3","Uruguay",2008,"Stage 2","percent_urban",93.998
"ED 3","Uruguay",2009,"Stage 2","percent_urban",94.209
"ED 3","Uruguay",2010,"Stage 2","percent_urban",94.414
"ED 3","Uruguay",2011,"Stage 2","percent_urban",94.612
"ED 3","Uruguay",2012,"Stage 2","percent_urban",94.739
"ED 3","Uruguay",2013,"Stage 2","percent_urban",94.843
"ED 3","Uruguay",2014,"Stage 2","percent_urban",94.945
"ED 3","Uruguay",2015,"Stage 2","percent_urban",95.045
"ED 3","Uruguay",2016,"Stage 2","percent_urban",95.144
"ED 3","Uruguay",2017,"Stage 2","percent_urban",95.24
"ED 3","Uruguay",2018,"Stage 2","percent_urban",95.334
"ED 3","Uruguay",2019,"Stage 2","percent_urban",95.426
"ED 3","Algeria",2000,"Stage 2","western_diet_index",0.311157311157311
"ED 3","Algeria",2001,"Stage 2","western_diet_index",0.315860215053763
"ED 3","Algeria",2002,"Stage 2","western_diet_index",0.301587301587302
"ED 3","Algeria",2003,"Stage 2","western_diet_index",0.282700421940928
"ED 3","Algeria",2004,"Stage 2","western_diet_index",0.295012953367876
"ED 3","Algeria",2005,"Stage 2","western_diet_index",0.281107491856678
"ED 3","Algeria",2006,"Stage 2","western_diet_index",0.293037974683544
"ED 3","Algeria",2007,"Stage 2","western_diet_index",0.301395939086294
"ED 3","Algeria",2008,"Stage 2","western_diet_index",0.289324068224889
"ED 3","Algeria",2009,"Stage 2","western_diet_index",0.284658040665434
"ED 3","Argentina",1980,"Stage 2","western_diet_index",0.533675626698882
"ED 3","Argentina",1981,"Stage 2","western_diet_index",0.528336380255942
"ED 3","Argentina",1982,"Stage 2","western_diet_index",0.512926907117778
"ED 3","Argentina",1983,"Stage 2","western_diet_index",0.519450800915332
"ED 3","Argentina",1984,"Stage 2","western_diet_index",0.528539180909384
"ED 3","Argentina",1985,"Stage 2","western_diet_index",0.533039647577093
"ED 3","Argentina",1986,"Stage 2","western_diet_index",0.535448365166721
"ED 3","Argentina",1987,"Stage 2","western_diet_index",0.529485966572059
"ED 3","Argentina",1988,"Stage 2","western_diet_index",0.515584415584416
"ED 3","Argentina",1989,"Stage 2","western_diet_index",0.523556735235567
"ED 3","Argentina",1990,"Stage 2","western_diet_index",0.531155271135062
"ED 3","Argentina",1991,"Stage 2","western_diet_index",0.525649350649351
"ED 3","Argentina",1992,"Stage 2","western_diet_index",0.537849872773537
"ED 3","Argentina",1993,"Stage 2","western_diet_index",0.546825895663105
"ED 3","Argentina",1994,"Stage 2","western_diet_index",0.550913030021665
"ED 3","Argentina",1995,"Stage 2","western_diet_index",0.544303797468354
"ED 3","Argentina",1996,"Stage 2","western_diet_index",0.537817730936144
"ED 3","Argentina",1997,"Stage 2","western_diet_index",0.533001245330012
"ED 3","Argentina",1998,"Stage 2","western_diet_index",0.5405989502933
"ED 3","Argentina",1999,"Stage 2","western_diet_index",0.55122828040743
"ED 3","Argentina",2010,"Stage 2","western_diet_index",0.510426392779334
"ED 3","Argentina",2011,"Stage 2","western_diet_index",0.51587795765878
"ED 3","Argentina",2012,"Stage 2","western_diet_index",0.535537700865266
"ED 3","Argentina",2013,"Stage 2","western_diet_index",0.526670754138565
"ED 3","Argentina",2014,"Stage 2","western_diet_index",0.538833484436386
"ED 3","Argentina",2015,"Stage 2","western_diet_index",0.537685459940653
"ED 3","Argentina",2016,"Stage 2","western_diet_index",0.541931577353921
"ED 3","Argentina",2017,"Stage 2","western_diet_index",0.542042042042042
"ED 3","Argentina",2018,"Stage 2","western_diet_index",0.538918597742127
"ED 3","Argentina",2019,"Stage 2","western_diet_index",0.538347205707491
"ED 3","Australia",1980,"Stage 2","western_diet_index",0.583042235630359
"ED 3","Australia",1981,"Stage 2","western_diet_index",0.575555555555556
"ED 3","Australia",1982,"Stage 2","western_diet_index",0.576233888714241
"ED 3","Australia",1983,"Stage 2","western_diet_index",0.576602564102564
"ED 3","Australia",1984,"Stage 2","western_diet_index",0.560467319229555
"ED 3","Australia",1985,"Stage 2","western_diet_index",0.566666666666667
"ED 3","Australia",1986,"Stage 2","western_diet_index",0.580328905755851
"ED 3","Australia",1987,"Stage 2","western_diet_index",0.575804939043451
"ED 3","Australia",1988,"Stage 2","western_diet_index",0.580331976197933
"ED 3","Australia",1989,"Stage 2","western_diet_index",0.587741132545115
"ED 3","Australia",1990,"Stage 3","western_diet_index",0.585148818656029
"ED 3","Australia",1991,"Stage 3","western_diet_index",0.5890625
"ED 3","Australia",1992,"Stage 3","western_diet_index",0.604680187207488
"ED 3","Australia",1993,"Stage 3","western_diet_index",0.596995845317993
"ED 3","Australia",1994,"Stage 3","western_diet_index",0.589285714285714
"ED 3","Australia",1995,"Stage 3","western_diet_index",0.582704402515723
"ED 3","Australia",1996,"Stage 3","western_diet_index",0.579314720812183
"ED 3","Australia",1997,"Stage 3","western_diet_index",0.58477508650519
"ED 3","Australia",1998,"Stage 3","western_diet_index",0.59140826873385
"ED 3","Australia",1999,"Stage 3","western_diet_index",0.588558500323206
"ED 3","Australia",2000,"Stage 3","western_diet_index",0.586397657012691
"ED 3","Australia",2001,"Stage 3","western_diet_index",0.58426250398216
"ED 3","Australia",2002,"Stage 3","western_diet_index",0.567362428842505
"ED 3","Australia",2003,"Stage 3","western_diet_index",0.56328320802005
"ED 3","Australia",2004,"Stage 3","western_diet_index",0.578544061302682
"ED 3","Australia",2005,"Stage 3","western_diet_index",0.584615384615385
"ED 3","Australia",2006,"Stage 3","western_diet_index",0.590979301822675
"ED 3","Australia",2007,"Stage 3","western_diet_index",0.584221748400853
"ED 3","Australia",2008,"Stage 3","western_diet_index",0.570121951219512
"ED 3","Australia",2009,"Stage 3","western_diet_index",0.573820395738204
"ED 3","Australia",2010,"Stage 3","western_diet_index",0.591521054139215
"ED 3","Australia",2011,"Stage 3","western_diet_index",0.603762662807525
"ED 3","Australia",2012,"Stage 3","western_diet_index",0.597261836851112
"ED 3","Australia",2013,"Stage 3","western_diet_index",0.583404864091559
"ED 3","Australia",2014,"Stage 3","western_diet_index",0.596546762589928
"ED 3","Australia",2015,"Stage 3","western_diet_index",0.597750865051903
"ED 3","Australia",2016,"Stage 3","western_diet_index",0.594911377930246
"ED 3","Australia",2017,"Stage 3","western_diet_index",0.590503597122302
"ED 3","Australia",2018,"Stage 3","western_diet_index",0.595024587792884
"ED 3","Australia",2019,"Stage 3","western_diet_index",0.596258992805755
"ED 3","Austria",1990,"Stage 2","western_diet_index",0.56296500413337
"ED 3","Austria",1991,"Stage 2","western_diet_index",0.563740146779016
"ED 3","Austria",1992,"Stage 2","western_diet_index",0.571000272553829
"ED 3","Austria",1993,"Stage 2","western_diet_index",0.562979189485214
"ED 3","Austria",1994,"Stage 2","western_diet_index",0.580293957539467
"ED 3","Austria",1995,"Stage 2","western_diet_index",0.562985571587125
"ED 3","Austria",1996,"Stage 2","western_diet_index",0.567098374207771
"ED 3","Austria",1997,"Stage 2","western_diet_index",0.576280623608018
"ED 3","Austria",1998,"Stage 2","western_diet_index",0.55679347826087
"ED 3","Austria",1999,"Stage 2","western_diet_index",0.543403238651447
"ED 3","Austria",2000,"Stage 3","western_diet_index",0.538601982263954
"ED 3","Austria",2001,"Stage 3","western_diet_index",0.53864229765013
"ED 3","Austria",2002,"Stage 3","western_diet_index",0.535714285714286
"ED 3","Austria",2003,"Stage 3","western_diet_index",0.519623655913979
"ED 3","Austria",2004,"Stage 3","western_diet_index",0.527135948414831
"ED 3","Austria",2005,"Stage 3","western_diet_index",0.520788912579957
"ED 3","Austria",2006,"Stage 3","western_diet_index",0.530989583333333
"ED 3","Austria",2007,"Stage 3","western_diet_index",0.525647668393782
"ED 3","Austria",2008,"Stage 3","western_diet_index",0.529442282749676
"ED 3","Austria",2009,"Stage 3","western_diet_index",0.54217811439018
"ED 3","Barbados",1980,"Stage 2","western_diet_index",0.509262268443289
"ED 3","Barbados",1981,"Stage 2","western_diet_index",0.528664495114006
"ED 3","Barbados",1982,"Stage 2","western_diet_index",0.539318258521769
"ED 3","Barbados",1983,"Stage 2","western_diet_index",0.527085410435361
"ED 3","Barbados",1984,"Stage 2","western_diet_index",0.517241379310345
"ED 3","Barbados",1985,"Stage 2","western_diet_index",0.516576454668471
"ED 3","Barbados",1986,"Stage 2","western_diet_index",0.509621552277101
"ED 3","Barbados",1987,"Stage 2","western_diet_index",0.50553972776195
"ED 3","Barbados",1988,"Stage 2","western_diet_index",0.513729246487867
"ED 3","Barbados",1989,"Stage 2","western_diet_index",0.522477208425024
"ED 3","Barbados",1990,"Stage 2","western_diet_index",0.514285714285714
"ED 3","Barbados",1991,"Stage 2","western_diet_index",0.487430623571662
"ED 3","Barbados",1992,"Stage 2","western_diet_index",0.486976590834158
"ED 3","Barbados",1993,"Stage 2","western_diet_index",0.474645030425964
"ED 3","Barbados",1994,"Stage 2","western_diet_index",0.486129905277402
"ED 3","Barbados",1995,"Stage 2","western_diet_index",0.489063568010936
"ED 3","Barbados",1996,"Stage 2","western_diet_index",0.504568527918782
"ED 3","Barbados",1997,"Stage 2","western_diet_index",0.520620257340812
"ED 3","Barbados",1998,"Stage 2","western_diet_index",0.511929824561403
"ED 3","Barbados",1999,"Stage 2","western_diet_index",0.485894457351477
"ED 3","Barbados",2000,"Stage 2","western_diet_index",0.485524938960586
"ED 3","Barbados",2001,"Stage 2","western_diet_index",0.464691698243197
"ED 3","Barbados",2002,"Stage 2","western_diet_index",0.462660646057659
"ED 3","Barbados",2003,"Stage 2","western_diet_index",0.455857093782205
"ED 3","Barbados",2004,"Stage 2","western_diet_index",0.469200985568462
"ED 3","Barbados",2005,"Stage 2","western_diet_index",0.471264367816092
"ED 3","Barbados",2006,"Stage 2","western_diet_index",0.463573883161512
"ED 3","Barbados",2007,"Stage 2","western_diet_index",0.469839142091153
"ED 3","Barbados",2008,"Stage 2","western_diet_index",0.475692099932478
"ED 3","Barbados",2009,"Stage 2","western_diet_index",0.476572958500669
"ED 3","Bosnia and Herzegovina",1992,"Stage 2","western_diet_index",0.1714164185453
"ED 3","Bosnia and Herzegovina",1993,"Stage 2","western_diet_index",0.172819472616633
"ED 3","Bosnia and Herzegovina",1994,"Stage 2","western_diet_index",0.164342254052017
"ED 3","Bosnia and Herzegovina",1995,"Stage 2","western_diet_index",0.169248205515678
"ED 3","Bosnia and Herzegovina",1996,"Stage 2","western_diet_index",0.202286110148944
"ED 3","Bosnia and Herzegovina",1997,"Stage 2","western_diet_index",0.1973599484868
"ED 3","Bosnia and Herzegovina",1998,"Stage 2","western_diet_index",0.210214168039539
"ED 3","Bosnia and Herzegovina",1999,"Stage 2","western_diet_index",0.231578947368421
"ED 3","Bosnia and Herzegovina",2000,"Stage 2","western_diet_index",0.242284498048954
"ED 3","Bosnia and Herzegovina",2001,"Stage 2","western_diet_index",0.25402811107302
"ED 3","Bosnia and Herzegovina",2002,"Stage 2","western_diet_index",0.252307692307692
"ED 3","Bosnia and Herzegovina",2003,"Stage 2","western_diet_index",0.238774799860773
"ED 3","Bosnia and Herzegovina",2004,"Stage 2","western_diet_index",0.227575277337559
"ED 3","Bosnia and Herzegovina",2005,"Stage 2","western_diet_index",0.250160978750805
"ED 3","Bosnia and Herzegovina",2006,"Stage 2","western_diet_index",0.257654723127036
"ED 3","Bosnia and Herzegovina",2007,"Stage 2","western_diet_index",0.265725288831836
"ED 3","Bosnia and Herzegovina",2008,"Stage 2","western_diet_index",0.269595448798989
"ED 3","Bosnia and Herzegovina",2009,"Stage 2","western_diet_index",0.261798469387755
"ED 3","Brazil",1980,"Stage 1","western_diet_index",0.431850789096126
"ED 3","Brazil",1981,"Stage 1","western_diet_index",0.422918999626726
"ED 3","Brazil",1982,"Stage 1","western_diet_index",0.41450018308312
"ED 3","Brazil",1983,"Stage 1","western_diet_index",0.411545623836127
"ED 3","Brazil",1984,"Stage 1","western_diet_index",0.420105026256564
"ED 3","Brazil",1985,"Stage 1","western_diet_index",0.407678244972578
"ED 3","Brazil",1986,"Stage 1","western_diet_index",0.440867992766727
"ED 3","Brazil",1987,"Stage 1","western_diet_index",0.439410284070478
"ED 3","Brazil",1988,"Stage 1","western_diet_index",0.444165170556553
"ED 3","Brazil",1989,"Stage 1","western_diet_index",0.453169014084507
"ED 3","Brazil",1990,"Stage 1","western_diet_index",0.454254182983268
"ED 3","Brazil",1991,"Stage 1","western_diet_index",0.457927677329624
"ED 3","Brazil",1992,"Stage 1","western_diet_index",0.463227605437435
"ED 3","Brazil",1993,"Stage 1","western_diet_index",0.461484593837535
"ED 3","Brazil",1994,"Stage 1","western_diet_index",0.464963755609251
"ED 3","Brazil",1995,"Stage 1","western_diet_index",0.478694158075601
"ED 3","Brazil",1996,"Stage 1","western_diet_index",0.473110959836624
"ED 3","Brazil",1997,"Stage 1","western_diet_index",0.473968897903989
"ED 3","Brazil",1998,"Stage 1","western_diet_index",0.476949152542373
"ED 3","Brazil",1999,"Stage 1","western_diet_index",0.467676767676768
"ED 3","Brazil",2000,"Stage 2","western_diet_index",0.481233243967828
"ED 3","Brazil",2001,"Stage 2","western_diet_index",0.475277497477296
"ED 3","Brazil",2002,"Stage 2","western_diet_index",0.468976897689769
"ED 3","Brazil",2003,"Stage 2","western_diet_index",0.461392405063291
"ED 3","Brazil",2004,"Stage 2","western_diet_index",0.467189952904239
"ED 3","Brazil",2005,"Stage 2","western_diet_index",0.459476505834122
"ED 3","Brazil",2006,"Stage 2","western_diet_index",0.467000312793244
"ED 3","Brazil",2007,"Stage 2","western_diet_index",0.472369653449891
"ED 3","Brazil",2008,"Stage 2","western_diet_index",0.477293508076806
"ED 3","Brazil",2009,"Stage 2","western_diet_index",0.480146609651802
"ED 3","Brazil",2010,"Stage 2","western_diet_index",0.474621549421193
"ED 3","Brazil",2011,"Stage 2","western_diet_index",0.48478642480983
"ED 3","Brazil",2012,"Stage 2","western_diet_index",0.497760525530009
"ED 3","Brazil",2013,"Stage 2","western_diet_index",0.503281622911695
"ED 3","Brazil",2014,"Stage 2","western_diet_index",0.507071302298173
"ED 3","Brazil",2015,"Stage 2","western_diet_index",0.519880418535127
"ED 3","Brazil",2016,"Stage 2","western_diet_index",0.520168573148706
"ED 3","Brazil",2017,"Stage 2","western_diet_index",0.519760479041916
"ED 3","Brazil",2018,"Stage 2","western_diet_index",0.52410529429163
"ED 3","Brazil",2019,"Stage 2","western_diet_index",0.53995809637833
"ED 3","Brunei",2000,"Stage 2","western_diet_index",0.337473385379702
"ED 3","Brunei",2001,"Stage 2","western_diet_index",0.353893866299104
"ED 3","Brunei",2002,"Stage 2","western_diet_index",0.353596757852077
"ED 3","Brunei",2003,"Stage 2","western_diet_index",0.372139303482587
"ED 3","Brunei",2004,"Stage 2","western_diet_index",0.385148514851485
"ED 3","Brunei",2005,"Stage 2","western_diet_index",0.37778516794147
"ED 3","Brunei",2006,"Stage 2","western_diet_index",0.375791930643548
"ED 3","Brunei",2007,"Stage 2","western_diet_index",0.400542189088445
"ED 3","Brunei",2008,"Stage 2","western_diet_index",0.400884053043183
"ED 3","Brunei",2009,"Stage 2","western_diet_index",0.400068329347455
"ED 3","Canada",1961,"Stage 2","western_diet_index",0.580701145435613
"ED 3","Canada",1962,"Stage 2","western_diet_index",0.579541566883339
"ED 3","Canada",1963,"Stage 2","western_diet_index",0.572626635357263
"ED 3","Canada",1964,"Stage 2","western_diet_index",0.589279498781761
"ED 3","Canada",1965,"Stage 2","western_diet_index",0.567099567099567
"ED 3","Canada",1966,"Stage 2","western_diet_index",0.5898293743727
"ED 3","Canada",1967,"Stage 2","western_diet_index",0.591376451077944
"ED 3","Canada",1968,"Stage 2","western_diet_index",0.589606928714191
"ED 3","Canada",1969,"Stage 2","western_diet_index",0.590968586387435
"ED 3","Canada",1970,"Stage 2","western_diet_index",0.587128712871287
"ED 3","Canada",1971,"Stage 2","western_diet_index",0.588058705803869
"ED 3","Canada",1972,"Stage 2","western_diet_index",0.585576603522765
"ED 3","Canada",1973,"Stage 2","western_diet_index",0.577353522053983
"ED 3","Canada",1974,"Stage 2","western_diet_index",0.577515568666011
"ED 3","Canada",1975,"Stage 2","western_diet_index",0.567275185936444
"ED 3","Canada",1976,"Stage 2","western_diet_index",0.570831994860263
"ED 3","Canada",1977,"Stage 2","western_diet_index",0.574020084224166
"ED 3","Canada",1978,"Stage 2","western_diet_index",0.569113756613757
"ED 3","Canada",1979,"Stage 2","western_diet_index",0.56533245120741
"ED 3","Canada",1980,"Stage 3","western_diet_index",0.571052631578947
"ED 3","Canada",1981,"Stage 3","western_diet_index",0.571523841280427
"ED 3","Canada",1982,"Stage 3","western_diet_index",0.55718954248366
"ED 3","Canada",1983,"Stage 3","western_diet_index",0.570289132602193
"ED 3","Canada",1984,"Stage 3","western_diet_index",0.564865739242963
"ED 3","Canada",1985,"Stage 3","western_diet_index",0.565508447561364
"ED 3","Canada",1986,"Stage 3","western_diet_index",0.568281938325991
"ED 3","Canada",1987,"Stage 3","western_diet_index",0.557888237110219
"ED 3","Canada",1988,"Stage 3","western_diet_index",0.560025748310267
"ED 3","Canada",1989,"Stage 3","western_diet_index",0.559375994906081
"ED 3","Canada",1990,"Stage 3","western_diet_index",0.550961538461539
"ED 3","Canada",1991,"Stage 3","western_diet_index",0.555413605876717
"ED 3","Canada",1992,"Stage 3","western_diet_index",0.556985871271586
"ED 3","Canada",1993,"Stage 3","western_diet_index",0.551927860696517
"ED 3","Canada",1994,"Stage 3","western_diet_index",0.54314259763851
"ED 3","Canada",1995,"Stage 3","western_diet_index",0.550075642965204
"ED 3","Canada",1996,"Stage 3","western_diet_index",0.54602510460251
"ED 3","Canada",1997,"Stage 3","western_diet_index",0.539432176656151
"ED 3","Canada",1998,"Stage 3","western_diet_index",0.545147679324894
"ED 3","Canada",1999,"Stage 3","western_diet_index",0.53008356545961
"ED 3","Canada",2000,"Stage 3","western_diet_index",0.538803894297636
"ED 3","Canada",2001,"Stage 3","western_diet_index",0.543024227234754
"ED 3","Canada",2002,"Stage 3","western_diet_index",0.539084310441094
"ED 3","Canada",2003,"Stage 3","western_diet_index",0.547599222869831
"ED 3","Canada",2004,"Stage 3","western_diet_index",0.540870047104461
"ED 3","Canada",2005,"Stage 3","western_diet_index",0.538137969713965
"ED 3","Canada",2006,"Stage 3","western_diet_index",0.532380151387721
"ED 3","Canada",2007,"Stage 3","western_diet_index",0.534395973154362
"ED 3","Canada",2008,"Stage 3","western_diet_index",0.532902137232846
"ED 3","Canada",2009,"Stage 3","western_diet_index",0.527432126696833
"ED 3","Canada",2010,"Stage 3","western_diet_index",0.516056338028169
"ED 3","Canada",2011,"Stage 3","western_diet_index",0.525063007560907
"ED 3","Canada",2012,"Stage 3","western_diet_index",0.504630928992422
"ED 3","Canada",2013,"Stage 3","western_diet_index",0.507914075749011
"ED 3","Canada",2014,"Stage 3","western_diet_index",0.54797258709309
"ED 3","Canada",2015,"Stage 3","western_diet_index",0.553082191780822
"ED 3","Canada",2016,"Stage 3","western_diet_index",0.535345068454876
"ED 3","Canada",2017,"Stage 3","western_diet_index",0.529084330642917
"ED 3","Canada",2018,"Stage 3","western_diet_index",0.533996683250415
"ED 3","Canada",2019,"Stage 3","western_diet_index",0.525895316804408
"ED 3","China",1970,"Stage 1","western_diet_index",0.0952637244348762
"ED 3","China",1971,"Stage 1","western_diet_index",0.101503759398496
"ED 3","China",1972,"Stage 1","western_diet_index",0.107375271149675
"ED 3","China",1973,"Stage 1","western_diet_index",0.105263157894737
"ED 3","China",1974,"Stage 1","western_diet_index",0.103916449086162
"ED 3","China",1975,"Stage 1","western_diet_index",0.105018106570098
"ED 3","China",1976,"Stage 1","western_diet_index",0.105374077976818
"ED 3","China",1977,"Stage 1","western_diet_index",0.110480123902943
"ED 3","China",1978,"Stage 1","western_diet_index",0.110470701248799
"ED 3","China",1979,"Stage 1","western_diet_index",0.124404194470925
"ED 3","China",1980,"Stage 1","western_diet_index",0.136657433056325
"ED 3","China",1981,"Stage 1","western_diet_index",0.138405132905591
"ED 3","China",1982,"Stage 1","western_diet_index",0.142796066695169
"ED 3","China",1983,"Stage 1","western_diet_index",0.140372670807453
"ED 3","China",1984,"Stage 1","western_diet_index",0.150511247443763
"ED 3","China",1985,"Stage 1","western_diet_index",0.162571662571663
"ED 3","China",1986,"Stage 1","western_diet_index",0.16516393442623
"ED 3","China",1987,"Stage 1","western_diet_index",0.174674267100977
"ED 3","China",1988,"Stage 1","western_diet_index",0.184545828195643
"ED 3","China",1989,"Stage 1","western_diet_index",0.192989690721649
"ED 3","China",1990,"Stage 1","western_diet_index",0.196428571428571
"ED 3","China",1991,"Stage 1","western_diet_index",0.212627291242363
"ED 3","China",1992,"Stage 1","western_diet_index",0.213392496974587
"ED 3","China",1993,"Stage 1","western_diet_index",0.207554517133956
"ED 3","China",1994,"Stage 1","western_diet_index",0.220364741641337
"ED 3","China",1995,"Stage 1","western_diet_index",0.226838235294118
"ED 3","China",1996,"Stage 1","western_diet_index",0.229724770642202
"ED 3","China",1997,"Stage 1","western_diet_index",0.235849056603774
"ED 3","China",1998,"Stage 1","western_diet_index",0.24151482672383
"ED 3","China",1999,"Stage 1","western_diet_index",0.242489270386266
"ED 3","China",2000,"Stage 1","western_diet_index",0.247625747449877
"ED 3","China",2001,"Stage 1","western_diet_index",0.248684672044897
"ED 3","China",2002,"Stage 1","western_diet_index",0.252179979072201
"ED 3","China",2003,"Stage 1","western_diet_index",0.263709395738736
"ED 3","China",2004,"Stage 1","western_diet_index",0.264502762430939
"ED 3","China",2005,"Stage 1","western_diet_index",0.269612881123672
"ED 3","China",2006,"Stage 1","western_diet_index",0.282348924547627
"ED 3","China",2007,"Stage 1","western_diet_index",0.286148648648649
"ED 3","China",2008,"Stage 1","western_diet_index",0.282731189923765
"ED 3","China",2009,"Stage 1","western_diet_index",0.290322580645161
"ED 3","China",2010,"Stage 2","western_diet_index",0.286804451510334
"ED 3","China",2011,"Stage 2","western_diet_index",0.280707293969056
"ED 3","China",2012,"Stage 2","western_diet_index",0.280537332083724
"ED 3","China",2013,"Stage 2","western_diet_index",0.283712239177826
"ED 3","China",2014,"Stage 2","western_diet_index",0.28728943338438
"ED 3","China",2015,"Stage 2","western_diet_index",0.286015672091621
"ED 3","China",2016,"Stage 2","western_diet_index",0.287087087087087
"ED 3","China",2017,"Stage 2","western_diet_index",0.287034277198212
"ED 3","China",2018,"Stage 2","western_diet_index",0.287111111111111
"ED 3","China",2019,"Stage 2","western_diet_index",0.290322580645161
"ED 3","Colombia",2000,"Stage 1","western_diet_index",0.466323024054983
"ED 3","Colombia",2001,"Stage 1","western_diet_index",0.463439404197698
"ED 3","Colombia",2002,"Stage 1","western_diet_index",0.465363511659808
"ED 3","Colombia",2003,"Stage 1","western_diet_index",0.463664278403275
"ED 3","Colombia",2004,"Stage 1","western_diet_index",0.464396284829721
"ED 3","Colombia",2005,"Stage 1","western_diet_index",0.472542847149353
"ED 3","Colombia",2006,"Stage 1","western_diet_index",0.470162124870645
"ED 3","Colombia",2007,"Stage 1","western_diet_index",0.466075690419366
"ED 3","Colombia",2008,"Stage 1","western_diet_index",0.472702611054595
"ED 3","Colombia",2009,"Stage 1","western_diet_index",0.474055771267208
"ED 3","Colombia",2010,"Stage 2","western_diet_index",0.477653631284916
"ED 3","Colombia",2011,"Stage 2","western_diet_index",0.478549005929543
"ED 3","Colombia",2012,"Stage 2","western_diet_index",0.468035773434912
"ED 3","Colombia",2013,"Stage 2","western_diet_index",0.460496613995485
"ED 3","Colombia",2014,"Stage 2","western_diet_index",0.463289515870471
"ED 3","Colombia",2015,"Stage 2","western_diet_index",0.452700593193881
"ED 3","Colombia",2016,"Stage 2","western_diet_index",0.455854727614277
"ED 3","Colombia",2017,"Stage 2","western_diet_index",0.506350267379679
"ED 3","Colombia",2018,"Stage 2","western_diet_index",0.487038237200259
"ED 3","Colombia",2019,"Stage 2","western_diet_index",0.482725527831094
"ED 3","Croatia",1992,"Stage 2","western_diet_index",0.481810490693739
"ED 3","Croatia",1993,"Stage 2","western_diet_index",0.444347826086956
"ED 3","Croatia",1994,"Stage 2","western_diet_index",0.447454844006568
"ED 3","Croatia",1995,"Stage 2","western_diet_index",0.444529165078155
"ED 3","Croatia",1996,"Stage 2","western_diet_index",0.429168249145461
"ED 3","Croatia",1997,"Stage 2","western_diet_index",0.413594470046083
"ED 3","Croatia",1998,"Stage 2","western_diet_index",0.402852737085582
"ED 3","Croatia",1999,"Stage 2","western_diet_index",0.401983218916857
"ED 3","Croatia",2000,"Stage 2","western_diet_index",0.417967263037686
"ED 3","Croatia",2001,"Stage 2","western_diet_index",0.407381121362669
"ED 3","Croatia",2002,"Stage 2","western_diet_index",0.410504492052522
"ED 3","Croatia",2003,"Stage 2","western_diet_index",0.430122116689281
"ED 3","Croatia",2004,"Stage 2","western_diet_index",0.478854478854479
"ED 3","Croatia",2005,"Stage 2","western_diet_index",0.492131147540984
"ED 3","Croatia",2006,"Stage 2","western_diet_index",0.519139512812401
"ED 3","Croatia",2007,"Stage 2","western_diet_index",0.502995900346894
"ED 3","Croatia",2008,"Stage 2","western_diet_index",0.500467435338112
"ED 3","Croatia",2009,"Stage 2","western_diet_index",0.47438330170778
