country,name,year_data,decade,data_type,CD,UC,IBD,period,indust_status,labelled_stage
Sweden,Uppsala,1952,1950-1959,Incidence,,6.8,,1930-1959,Early,stage2
Sweden,Uppsala,1953,1950-1959,Incidence,,7.3,,1930-1959,Early,stage2
Sweden,Stockholm County,1955,1950-1959,Incidence,,1.694915254,,1930-1959,Early,stage2
Sweden,Uppsala,1955,1950-1959,Incidence,,5.4,,1930-1959,Early,stage2
Sweden,Uppsala and Vastmanland,1956,1950-1959,Incidence,0.970873786,,,1930-1959,Early,stage2
Sweden,Stockholm County,1956,1950-1959,Incidence,,1.8,,1930-1959,Early,stage2
Sweden,Uppsala,1956,1950-1959,Incidence,,8.8,,1930-1959,Early,stage2
Sweden,Uppsala and Vastmanland,1957,1950-1959,Incidence,0.970873786,,,1930-1959,Early,stage2
Sweden,Stockholm County,1957,1950-1959,Incidence,,1.2,,1930-1959,Early,stage2
Sweden,Uppsala and Vastmanland,1958,1950-1959,Incidence,1.45631068,,,1930-1959,Early,stage2
Sweden,Malmo,1958,1950-1959,Incidence,2.300648783,,,1930-1959,Early,stage2
Sweden,Stockholm County,1958,1950-1959,Incidence,,1.9,,1930-1959,Early,stage2
Sweden,Uppsala,1958,1950-1959,Incidence,,8.1,,1930-1959,Early,stage2
Sweden,Uppsala and Vastmanland,1959,1950-1959,Incidence,2.184466019,,,1930-1959,Early,stage2
Sweden,Malmo,1959,1950-1959,Incidence,3.187570297,,,1930-1959,Early,stage2
Sweden,Stockholm County,1959,1950-1959,Incidence,,2.1,,1930-1959,Early,stage2
Sweden,Uppsala,1959,1950-1959,Incidence,,9.1,,1930-1959,Early,stage2
Sweden,Uppsala and Vastmanland,1960,1960-1969,Incidence,2.184466019,,,1960-1989,Early,stage2
Sweden,Malmo,1960,1960-1969,Incidence,3.154901139,,,1960-1989,Early,stage2
Sweden,Stockholm County,1960,1960-1969,Incidence,,2.6,,1960-1989,Early,stage2
Sweden,Uppsala,1960,1960-1969,Incidence,,9.7,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1961,1960-1969,Incidence,2.669902913,,,1960-1989,Early,stage2
Sweden,Malmo,1961,1960-1969,Incidence,3.56903859,,,1960-1989,Early,stage2
Sweden,Stockholm County,1961,1960-1969,Incidence,,3.5,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1962,1960-1969,Incidence,1.213592233,,,1960-1989,Early,stage2
Sweden,Malmo,1962,1960-1969,Incidence,4.416492951,,,1960-1989,Early,stage2
Sweden,Stockholm County,1962,1960-1969,Incidence,,3.3,,1960-1989,Early,stage2
Sweden,Uppsala,1962,1960-1969,Incidence,,10.6,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1963,1960-1969,Incidence,3.640776699,,,1960-1989,Early,stage2
Sweden,Malmo,1963,1960-1969,Incidence,2.186298902,,,1960-1989,Early,stage2
Sweden,Stockholm County,1963,1960-1969,Incidence,,3.7,,1960-1989,Early,stage2
Sweden,Orebro,1963,1960-1969,Incidence,6.7,,,1960-1989,Early,stage2
Sweden,Uppsala,1963,1960-1969,Incidence,,12.9,,1960-1989,Early,stage2
Sweden,Orebro,1963,1960-1969,Prevalence,,44,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1964,1960-1969,Incidence,2.427184466,,,1960-1989,Early,stage2
Sweden,Malmo,1964,1960-1969,Incidence,4.762523271,,,1960-1989,Early,stage2
Sweden,Stockholm County,1964,1960-1969,Incidence,,3.3,,1960-1989,Early,stage2
Sweden,Orebro,1964,1960-1969,Incidence,2,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1965,1960-1969,Incidence,3.398058252,,,1960-1989,Early,stage2
Sweden,Malmo,1965,1960-1969,Incidence,5.57356245,,,1960-1989,Early,stage2
Sweden,Malmo,1965,1960-1969,Prevalence,20.9,,,1960-1989,Early,stage2
Sweden,Stockholm County,1965,1960-1969,Incidence,,3.7,,1960-1989,Early,stage2
Sweden,Uppsala,1965,1960-1969,Incidence,5.3,10.7,16,1960-1989,Early,stage2
Sweden,Orebro,1965,1960-1969,Incidence,3.2,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1966,1960-1969,Incidence,4.126213592,,,1960-1989,Early,stage2
Sweden,Malmo,1966,1960-1969,Incidence,3.396782398,,,1960-1989,Early,stage2
Sweden,Stockholm County,1966,1960-1969,Incidence,,3.6,,1960-1989,Early,stage2
Sweden,Uppsala,1966,1960-1969,Incidence,5.5,10.85,16.35,1960-1989,Early,stage2
Sweden,Orebro,1966,1960-1969,Incidence,4.4,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1967,1960-1969,Incidence,4.611650485,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1967,1960-1969,Prevalence,27,,,1960-1989,Early,stage2
Sweden,Malmo,1967,1960-1969,Incidence,5.466985714,,,1960-1989,Early,stage2
Sweden,Stockholm County,1967,1960-1969,Incidence,,4.2,,1960-1989,Early,stage2
Sweden,Uppsala,1967,1960-1969,Incidence,6.4,11.3,17.7,1960-1989,Early,stage2
Sweden,Orebro,1967,1960-1969,Incidence,3.8,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1968,1960-1969,Incidence,5.591409874,,,1960-1989,Early,stage2
Sweden,Malmo,1968,1960-1969,Prevalence,,89,,1960-1989,Early,stage2
Sweden,Malmo,1968,1960-1969,Incidence,7.914556118,,,1960-1989,Early,stage2
Sweden,Stockholm County,1968,1960-1969,Incidence,,4.344060828,,1960-1989,Early,stage2
Sweden,Uppsala,1968,1960-1969,Incidence,6.5,8.9,15.4,1960-1989,Early,stage2
Sweden,Orebro,1968,1960-1969,Incidence,7.5,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1969,1960-1969,Incidence,3.597693244,,,1960-1989,Early,stage2
Sweden,Malmo,1969,1960-1969,Incidence,8.252970038,,,1960-1989,Early,stage2
Sweden,Stockholm County,1969,1960-1969,Incidence,,5.159057172,,1960-1989,Early,stage2
Sweden,Uppsala,1969,1960-1969,Incidence,6.7,12.4,19.1,1960-1989,Early,stage2
Sweden,Orebro,1969,1960-1969,Incidence,6.1,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1970,1970-1979,Incidence,3.755226023,,,1960-1989,Early,stage2
Sweden,Malmo,1970,1970-1979,Incidence,6.132185388,,,1960-1989,Early,stage2
Sweden,Stockholm County,1970,1970-1979,Incidence,,4.059567385,,1960-1989,Early,stage2
Sweden,Uppsala,1970,1970-1979,Incidence,6.7,12.85,19.55,1960-1989,Early,stage2
Sweden,Orebro,1970,1970-1979,Incidence,5.6,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1971,1970-1979,Incidence,4.549138972,,,1960-1989,Early,stage2
Sweden,Malmo,1971,1970-1979,Incidence,8.911067546,,,1960-1989,Early,stage2
Sweden,Stockholm County,1971,1970-1979,Incidence,,4.304986789,,1960-1989,Early,stage2
Sweden,Uppsala,1971,1970-1979,Incidence,6.8,10.4,17.2,1960-1989,Early,stage2
Sweden,Orebro,1971,1970-1979,Incidence,5.4,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1972,1970-1979,Incidence,5.155181266,,,1960-1989,Early,stage2
Sweden,Malmo,1972,1970-1979,Incidence,6.822979796,,,1960-1989,Early,stage2
Sweden,Stockholm County,1972,1970-1979,Incidence,,4.980967991,,1960-1989,Early,stage2
Sweden,Uppsala,1972,1970-1979,Incidence,6.8,12.6,19.4,1960-1989,Early,stage2
Sweden,Orebro,1972,1970-1979,Incidence,7.9,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1973,1970-1979,Incidence,6.78208543,,,1960-1989,Early,stage2
Sweden,Uppsala and Vastmanland,1973,1970-1979,Prevalence,50,,,1960-1989,Early,stage2
Sweden,Malmo,1973,1970-1979,Incidence,5.170404604,,,1960-1989,Early,stage2
Sweden,Malmo,1973,1970-1979,Prevalence,75.2,,,1960-1989,Early,stage2
Sweden,Stockholm County,1973,1970-1979,Incidence,,4.981195985,,1960-1989,Early,stage2
Sweden,Uppsala,1973,1970-1979,Incidence,6.5,12,18.5,1960-1989,Early,stage2
Sweden,Orebro,1973,1970-1979,Incidence,9.2,,,1960-1989,Early,stage2
Sweden,Sweden,1973,1970-1979,Incidence,3.869156983,,,1960-1989,Early,stage2
Sweden,Stockholm County,1974,1970-1979,Incidence,,5.305061163,,1960-1989,Early,stage2
Sweden,Norrbotten County,1974,1970-1979,Incidence,3.8,,,1960-1989,Early,stage2
Sweden,Vasterbotten,1974,1970-1979,Incidence,4.5,,,1960-1989,Early,stage2
Sweden,Uppsala,1974,1970-1979,Incidence,5.9,11.95,17.85,1960-1989,Early,stage2
Sweden,Orebro,1974,1970-1979,Incidence,4.3,,,1960-1989,Early,stage2
Sweden,Stockholm County,1975,1970-1979,Incidence,,4.419013542,,1960-1989,Early,stage3
Sweden,Vasterbotten,1975,1970-1979,Incidence,2.9,,,1960-1989,Early,stage3
Sweden,Norrbotten County,1975,1970-1979,Incidence,4.5,,,1960-1989,Early,stage3
Sweden,Uppsala,1975,1970-1979,Incidence,6,10.3,16.3,1960-1989,Early,stage3
Sweden,Orebro,1975,1970-1979,Incidence,4.9,,,1960-1989,Early,stage3
Sweden,Malmo,1975,1970-1979,Incidence,,7.95,,1960-1989,Early,stage3
Sweden,Stockholm County,1976,1970-1979,Incidence,,4.130942894,,1960-1989,Early,stage3
Sweden,Vasterbotten,1976,1970-1979,Incidence,4.9,,,1960-1989,Early,stage3
Sweden,Norrbotten and Vasterbotten,1976,1970-1979,Incidence,,5,,1960-1989,Early,stage3
Sweden,Norrbotten County,1976,1970-1979,Incidence,6.5,,,1960-1989,Early,stage3
Sweden,Uppsala,1976,1970-1979,Incidence,5.5,12.65,18.15,1960-1989,Early,stage3
Sweden,Orebro,1976,1970-1979,Incidence,4.9,,,1960-1989,Early,stage3
Sweden,Stockholm County,1977,1970-1979,Incidence,,4.166173449,,1960-1989,Early,stage3
Sweden,Vasterbotten,1977,1970-1979,Incidence,8.2,,,1960-1989,Early,stage3
Sweden,Norrbotten County,1977,1970-1979,Incidence,5.3,,,1960-1989,Early,stage3
Sweden,Uppsala,1977,1970-1979,Incidence,5.4,13.7,19.1,1960-1989,Early,stage3
Sweden,Orebro,1977,1970-1979,Incidence,9.8,,,1960-1989,Early,stage3
Sweden,Stockholm County,1978,1970-1979,Incidence,,4.607949107,,1960-1989,Early,stage3
Sweden,Vasterbotten,1978,1970-1979,Incidence,3.3,,,1960-1989,Early,stage3
Sweden,Norrbotten and Vasterbotten,1978,1970-1979,Incidence,4.926542528,4.9,9.826542528,1960-1989,Early,stage3
Sweden,Norrbotten County,1978,1970-1979,Incidence,3.4,,,1960-1989,Early,stage3
Sweden,Uppsala,1978,1970-1979,Incidence,5.9,14.6,20.5,1960-1989,Early,stage3
Sweden,Orebro,1978,1970-1979,Incidence,5.4,,,1960-1989,Early,stage3
Sweden,Stockholm County,1979,1970-1979,Incidence,,3.805110132,,1960-1989,Early,stage3
Sweden,Norrbotten County,1979,1970-1979,Incidence,6,,,1960-1989,Early,stage3
Sweden,Vasterbotten,1979,1970-1979,Incidence,7.4,,,1960-1989,Early,stage3
Sweden,Uppsala,1979,1970-1979,Incidence,6.3,12.8,19.1,1960-1989,Early,stage3
Sweden,Orebro,1979,1970-1979,Incidence,8.6,,,1960-1989,Early,stage3
Sweden,Norrbotten County,1980,1980-1989,Incidence,6.4,,,1960-1989,Early,stage3
Sweden,Vasterbotten,1980,1980-1989,Incidence,4.1,,,1960-1989,Early,stage3
Sweden,Norrbotten and Vasterbotten,1980,1980-1989,Incidence,,4.7,,1960-1989,Early,stage3
Sweden,Uppsala,1980,1980-1989,Incidence,6.8,14.6,21.4,1960-1989,Early,stage3
Sweden,Orebro,1980,1980-1989,Incidence,6.7,,,1960-1989,Early,stage3
Sweden,Malmo,1980,1980-1989,Incidence,,9.85,,1960-1989,Early,stage3
Sweden,Norrbotten County,1981,1980-1989,Incidence,3.4,,,1960-1989,Early,stage3
Sweden,Vasterbotten,1981,1980-1989,Incidence,4.1,,,1960-1989,Early,stage3
Sweden,Uppsala,1981,1980-1989,Incidence,5.8,13.2,19,1960-1989,Early,stage3
Sweden,Orebro,1981,1980-1989,Incidence,6.1,,,1960-1989,Early,stage3
Sweden,Uppsala,1982,1980-1989,Incidence,5.5,11.1,16.6,1960-1989,Early,stage3
Sweden,Orebro,1982,1980-1989,Incidence,7.3,,,1960-1989,Early,stage3
Sweden,Stockholm County,1982,1980-1989,Incidence,4.506693216,,,1960-1989,Early,stage3
Sweden,Uppsala,1983,1980-1989,Incidence,4.8,11.5,16.3,1960-1989,Early,stage3
Sweden,Orebro,1983,1980-1989,Incidence,6.1,,,1960-1989,Early,stage3
Sweden,Orebro,1984,1980-1989,Incidence,6.1,,,1960-1989,Early,stage3
Sweden,Uppsala,1984,1980-1989,Incidence,,11,,1960-1989,Early,stage3
Sweden,Sweden,1984,1980-1989,Incidence,5.793536634,,,1960-1989,Early,stage3
Sweden,Orebro,1985,1980-1989,Incidence,6.7,,,1960-1989,Early,stage3
Sweden,Orebro,1986,1980-1989,Incidence,4.3,,,1960-1989,Early,stage3
Sweden,Orebro,1987,1980-1989,Prevalence,146,234,380,1960-1989,Early,stage3
Sweden,Orebro,1987,1980-1989,Incidence,8.5,,,1960-1989,Early,stage3
Sweden,Stockholm County,1987,1980-1989,Incidence,4.922450837,,,1960-1989,Early,stage3
Sweden,Sweden,1987,1980-1989,Incidence,,15.92587104,,1960-1989,Early,stage3
Sweden,Orebro,1988,1980-1989,Incidence,,13.72386146,,1960-1989,Early,stage3
Sweden,Sweden,1989,1980-1989,Incidence,6.101445974,12.92011905,19.02156503,1960-1989,Early,stage3
Sweden,Goteborg,1990,1990-1999,Prevalence,94.11764706,,,1990-2019,Early,stage3
Sweden,Sweden,1990,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1991,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1992,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Orebro,1993,1990-1999,Incidence,,15.98624016,,1990-2019,Early,stage3
Sweden,Uppsala County,1993,1990-1999,Incidence,12,25.3,37.3,1990-2019,Early,stage3
Sweden,Sweden,1993,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1994,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1995,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1996,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1997,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Orebro,1998,1990-1999,Incidence,,15.84140491,,1990-2019,Early,stage3
Sweden,Sweden,1998,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,1999,1990-1999,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,2000,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,2001,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Sweden,2002,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Orebro,2003,2000-2009,Incidence,,15.0461158,,1990-2019,Early,stage3
Sweden,Sweden,2003,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Skane County,2004,2000-2009,Incidence,17.9,27.2,45.1,1990-2019,Early,stage3
Sweden,Sweden,2004,2000-2009,Incidence,11.66410507,31.04872339,42.71282846,1990-2019,Early,stage3
Sweden,Uppsala,2005,2000-2009,Incidence,,16.8,,1990-2019,Early,stage3
Sweden,Uppsala County,2005,2000-2009,Incidence,6.8,17.8,24.6,1990-2019,Early,stage3
Sweden,Skane County,2005,2000-2009,Incidence,16.1,21.5,37.6,1990-2019,Early,stage3
Sweden,Sweden,2005,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Uppsala,2006,2000-2009,Incidence,,16.3,,1990-2019,Early,stage3
Sweden,Uppsala County,2006,2000-2009,Incidence,9.8,18.1,27.9,1990-2019,Early,stage3
Sweden,Skane County,2006,2000-2009,Incidence,16.1,25.8,41.9,1990-2019,Early,stage3
Sweden,Sweden,2006,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Uppsala,2007,2000-2009,Incidence,,19.2,,1990-2019,Early,stage3
Sweden,Uppsala County,2007,2000-2009,Incidence,9.6,22,31.6,1990-2019,Early,stage3
Sweden,Skane County,2007,2000-2009,Incidence,16.1,23.8,39.9,1990-2019,Early,stage3
Sweden,Sweden,2007,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Uppsala County,2008,2000-2009,Incidence,10.5,20.8,31.3,1990-2019,Early,stage3
Sweden,Orebro,2008,2000-2009,Incidence,,18.35048357,,1990-2019,Early,stage3
Sweden,Skane County,2008,2000-2009,Incidence,17.1,23.5,40.6,1990-2019,Early,stage3
Sweden,Jamtland,2008,2000-2009,Incidence,5.11,19.05,24.16,1990-2019,Early,stage3
Sweden,Sweden,2008,2000-2009,Incidence,,,,1990-2019,Early,stage3
Sweden,Uppsala County,2009,2000-2009,Incidence,12.5,21.4,33.9,1990-2019,Early,stage3
Sweden,Skane County,2009,2000-2009,Incidence,17.5,27.2,44.7,1990-2019,Early,stage3
Sweden,Sweden,2009,2000-2009,Incidence,11.45092841,30.79932796,42.25025637,1990-2019,Early,stage3
Sweden,Sweden,2010,2010-2019,Prevalence,227.8351064,379.1542553,606.9893617,1990-2019,Early,stage3
Sweden,Orebro,2010,2010-2019,Prevalence,,474,,1990-2019,Early,stage3
Sweden,Skane County,2010,2010-2019,Incidence,16.9,27.9,44.8,1990-2019,Early,stage3
Sweden,Sweden,2010,2010-2019,Incidence,12.91749526,26.61647661,39.53397187,1990-2019,Early,stage3
Sweden,Skane County,2011,2010-2019,Incidence,15.3,27.4,42.7,1990-2019,Early,stage3
Sweden,Sweden,2011,2010-2019,Incidence,15.73937289,25.46820673,41.20757962,1990-2019,Early,stage3
Sweden,Skane County,2012,2010-2019,Incidence,16.6,26.2,42.8,1990-2019,Early,stage3
Sweden,Sweden,2012,2010-2019,Incidence,14.68119948,23.9447115,38.62591099,1990-2019,Early,stage3
Sweden,Skane County,2013,2010-2019,Prevalence,292.9197712,407.5917395,700.5115108,1990-2019,Early,stage3
Sweden,Skane County,2013,2010-2019,Incidence,13.5,21.2,34.7,1990-2019,Early,stage3
Sweden,Jamtland,2013,2010-2019,Prevalence,76.92307692,238.4615385,315.3846154,1990-2019,Early,stage3
Sweden,Sweden,2013,2010-2019,Incidence,14.64959093,23.06088906,37.71048,1990-2019,Early,stage3
Sweden,Sweden,2014,2010-2019,Incidence,15.04312207,22.33769498,37.38081705,1990-2019,Early,stage3
Sweden,Sweden,2015,2010-2019,Incidence,12.03711084,23.63190708,35.66901793,1990-2019,Early,stage3
Sweden,Jamtland,2015,2010-2019,Incidence,7.97,22.94,30.91,1990-2019,Early,stage3
Sweden,Sweden,2016,2010-2019,Incidence,14.85746029,22.98190002,37.83936031,1990-2019,Early,stage3
Sweden,Sweden,2017,2010-2019,Prevalence,313,488,801,1990-2019,Early,stage3
Sweden,Sweden,2017,2010-2019,Incidence,10.47708986,9.021533545,19.49862341,1990-2019,Early,stage3
Switzerland,Basel,1960,1960-1969,Incidence,1.071428571,,,1960-1989,Early,stage2
Switzerland,Basel,1961,1960-1969,Incidence,0.714285714,,,1960-1989,Early,stage2
Switzerland,Basel,1962,1960-1969,Incidence,1.428571429,,,1960-1989,Early,stage2
Switzerland,Basel,1963,1960-1969,Incidence,0.357142857,,,1960-1989,Early,stage2
Switzerland,Basel,1964,1960-1969,Incidence,2.5,,,1960-1989,Early,stage2
Switzerland,Basel,1965,1960-1969,Incidence,1.071428571,,,1960-1989,Early,stage2
Switzerland,Basel,1966,1960-1969,Incidence,0.714285714,,,1960-1989,Early,stage2
Switzerland,Basel,1967,1960-1969,Incidence,3.214285714,,,1960-1989,Early,stage2
Switzerland,Basel,1968,1960-1969,Incidence,1.428571429,,,1960-1989,Early,stage2
Switzerland,Basel,1969,1960-1969,Incidence,3.214285714,,,1960-1989,Early,stage2
Wales,Cardiff,1931,1930-1939,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1932,1930-1939,Incidence,0.1,,,1930-1959,Early,stage1
Wales,Cardiff,1933,1930-1939,Incidence,0.3,,,1930-1959,Early,stage1
Wales,Cardiff,1934,1930-1939,Incidence,0.3,,,1930-1959,Early,stage1
Wales,Cardiff,1935,1930-1939,Incidence,0.3,,,1930-1959,Early,stage1
Wales,Cardiff,1936,1930-1939,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1937,1930-1939,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1938,1930-1939,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1939,1930-1939,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1940,1940-1949,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1941,1940-1949,Incidence,0.3,,,1930-1959,Early,stage1
Wales,Cardiff,1942,1940-1949,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1943,1940-1949,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1944,1940-1949,Incidence,0,,,1930-1959,Early,stage1
Wales,Cardiff,1945,1940-1949,Incidence,1.4,,,1930-1959,Early,stage1
Wales,Cardiff,1946,1940-1949,Incidence,0.1,,,1930-1959,Early,stage1
Wales,Cardiff,1947,1940-1949,Incidence,1.3,,,1930-1959,Early,stage1
Wales,Cardiff,1948,1940-1949,Incidence,2.5,,,1930-1959,Early,stage1
Wales,Cardiff,1949,1940-1949,Incidence,0.8,,,1930-1959,Early,stage1
Wales,Cardiff,1950,1950-1959,Incidence,1.6,,,1930-1959,Early,stage2
Wales,Cardiff,1951,1950-1959,Incidence,0.4,,,1930-1959,Early,stage2
England,Oxfordshire,1952,1950-1959,Incidence,,5.2,,1930-1959,Early,stage2
Wales,Cardiff,1952,1950-1959,Incidence,0.2,,,1930-1959,Early,stage2
England,Derby,1953,1950-1959,Incidence,2.1,,,1930-1959,Early,stage2
Wales,Cardiff,1953,1950-1959,Incidence,2,,,1930-1959,Early,stage2
England,Oxfordshire,1954,1950-1959,Incidence,,4.3,,1930-1959,Early,stage2
Wales,Cardiff,1954,1950-1959,Incidence,1.1,,,1930-1959,Early,stage2
Scotland,Northeast Scotland,1955,1950-1959,Incidence,0.787833082,,,1930-1959,Early,stage2
Wales,Cardiff,1955,1950-1959,Incidence,0.9,,,1930-1959,Early,stage2
England,Oxfordshire,1956,1950-1959,Incidence,,6.9,,1930-1959,Early,stage2
Scotland,Northeast Scotland,1956,1950-1959,Incidence,0.450477627,,,1930-1959,Early,stage2
Scotland,Grampian and Northern Islands,1956,1950-1959,Incidence,1.239970824,,,1930-1959,Early,stage2
Wales,Cardiff,1956,1950-1959,Incidence,2.9,,,1930-1959,Early,stage2
Scotland,Northeast Scotland,1957,1950-1959,Incidence,1.014077426,,,1930-1959,Early,stage2
Wales,Cardiff,1957,1950-1959,Incidence,2.7,,,1930-1959,Early,stage2
England,Oxfordshire,1958,1950-1959,Incidence,,8,,1930-1959,Early,stage2
Scotland,Northeast Scotland,1958,1950-1959,Incidence,1.119155354,,,1930-1959,Early,stage2
England,Nottingham,1958,1950-1959,Incidence,0.5,,,1930-1959,Early,stage2
United Kingdom,England and Wales,1958,1950-1959,Incidence,1.9,,,1930-1959,Early,stage2
England,Derby,1958,1950-1959,Incidence,2.3,,,1930-1959,Early,stage2
Wales,Cardiff,1958,1950-1959,Incidence,3.7,,,1930-1959,Early,stage2
Scotland,Northeast Scotland,1959,1950-1959,Incidence,2.129210659,,,1930-1959,Early,stage2
England,Nottingham,1959,1950-1959,Incidence,0.9,,,1930-1959,Early,stage2
United Kingdom,England and Wales,1959,1950-1959,Incidence,2.1,,,1930-1959,Early,stage2
Scotland,Grampian and Northern Islands,1959,1950-1959,Incidence,1.99556541,,,1930-1959,Early,stage2
Wales,Cardiff,1959,1950-1959,Incidence,5.2,,,1930-1959,Early,stage2
England,Oxfordshire,1960,1960-1969,Prevalence,9,79.9,88.9,1960-1989,Early,stage2
England,Oxfordshire,1960,1960-1969,Incidence,,9.7,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1960,1960-1969,Incidence,2.353443942,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1960,1960-1969,Incidence,2.2,,,1960-1989,Early,stage2
England,Nottingham,1960,1960-1969,Incidence,0.6,,,1960-1989,Early,stage2
Wales,Cardiff,1960,1960-1969,Incidence,1.6,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1961,1960-1969,Incidence,3.030165913,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1961,1960-1969,Incidence,2.6,,,1960-1989,Early,stage2
England,Nottingham,1961,1960-1969,Incidence,0.9,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1961,1960-1969,Incidence,0.941176471,,,1960-1989,Early,stage2
Wales,Cardiff,1961,1960-1969,Incidence,0.9,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1962,1960-1969,Incidence,1.232277526,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1962,1960-1969,Incidence,2.7,,,1960-1989,Early,stage2
England,Nottingham,1962,1960-1969,Incidence,1.5,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1962,1960-1969,Incidence,1.416765053,,,1960-1989,Early,stage2
Scotland,Grampian and Northern Islands,1962,1960-1969,Incidence,2.941176471,,,1960-1989,Early,stage2
Wales,Cardiff,1962,1960-1969,Incidence,3.2,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1963,1960-1969,Incidence,2.141277024,,,1960-1989,Early,stage2
England,Nottingham,1963,1960-1969,Incidence,1.3,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1963,1960-1969,Incidence,2.8,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1963,1960-1969,Incidence,1.303317536,,,1960-1989,Early,stage2
England,Derby,1963,1960-1969,Incidence,3.6,,,1960-1989,Early,stage2
Wales,Cardiff,1963,1960-1969,Incidence,2.3,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1964,1960-1969,Incidence,2.714932127,,,1960-1989,Early,stage2
England,Nottingham,1964,1960-1969,Incidence,2.1,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1964,1960-1969,Incidence,3.2,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1964,1960-1969,Incidence,0.951248514,,,1960-1989,Early,stage2
Wales,Cardiff,1964,1960-1969,Incidence,4.7,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1965,1960-1969,Incidence,2.714932127,,,1960-1989,Early,stage2
England,Nottingham,1965,1960-1969,Incidence,2.6,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1965,1960-1969,Incidence,3.4,,,1960-1989,Early,stage2
England,Nottingham,1965,1960-1969,Prevalence,26.5,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1965,1960-1969,Incidence,1.193317422,,,1960-1989,Early,stage2
Scotland,Grampian and Northern Islands,1965,1960-1969,Incidence,4.213694507,,,1960-1989,Early,stage2
Wales,Cardiff,1965,1960-1969,Incidence,2.2,,,1960-1989,Early,stage2
Scotland,Northeast Scotland,1966,1960-1969,Incidence,2.714932127,,,1960-1989,Early,stage2
England,Nottingham,1966,1960-1969,Incidence,2.2,,,1960-1989,Early,stage2
United Kingdom,England and Wales,1966,1960-1969,Incidence,3.6,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1966,1960-1969,Prevalence,18.14371257,,,1960-1989,Early,stage2
Scotland,South Lanarkshire,1966,1960-1969,Incidence,1.676646707,,,1960-1989,Early,stage2
